value,3,3_label,18,18_label,19,19_label,29,29_label,40,40_label,63,63_label,70,70_label,reference_date,reference_date_label
2.53,5323,GVA - Manufacturing,4308,Statistics Portugal,14,Prices,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,2007-12-31,2007-12-31
1.78,5323,GVA - Manufacturing,4308,Statistics Portugal,14,Prices,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,2008-12-31,2008-12-31
2.58,5323,GVA - Manufacturing,4308,Statistics Portugal,14,Prices,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,2009-12-31,2009-12-31
-0.39,5323,GVA - Manufacturing,4308,Statistics Portugal,14,Prices,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,2010-12-31,2010-12-31
-4.72,5323,GVA - Manufacturing,4308,Statistics Portugal,14,Prices,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,2011-12-31,2011-12-31
-0.55,5323,GVA - Manufacturing,4308,Statistics Portugal,14,Prices,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,2012-12-31,2012-12-31
1.93,5323,GVA - Manufacturing,4308,Statistics Portugal,14,Prices,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,2013-12-31,2013-12-31
1.1,5323,GVA - Manufacturing,4308,Statistics Portugal,14,Prices,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,2014-12-31,2014-12-31
3.99,5323,GVA - Manufacturing,4308,Statistics Portugal,14,Prices,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,2015-12-31,2015-12-31
1.64,5323,GVA - Manufacturing,4308,Statistics Portugal,14,Prices,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,2016-12-31,2016-12-31
0.25,5323,GVA - Manufacturing,4308,Statistics Portugal,14,Prices,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,2017-12-31,2017-12-31
0.36,5323,GVA - Manufacturing,4308,Statistics Portugal,14,Prices,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,2018-12-31,2018-12-31
0.9,5323,GVA - Manufacturing,4308,Statistics Portugal,14,Prices,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,2019-12-31,2019-12-31
1.88,5323,GVA - Manufacturing,4308,Statistics Portugal,14,Prices,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,2020-12-31,2020-12-31
5.76,5323,GVA - Manufacturing,4308,Statistics Portugal,14,Prices,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,2021-12-31,2021-12-31
8.44,5323,GVA - Manufacturing,4308,Statistics Portugal,14,Prices,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,2022-12-31,2022-12-31
8.21,5323,GVA - Manufacturing,4308,Statistics Portugal,14,Prices,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,2023-12-31,2023-12-31
3.49,5323,GVA - Manufacturing,4308,Statistics Portugal,14,Prices,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,2024-12-31,2024-12-31
0.95,5323,GVA - Manufacturing,4308,Statistics Portugal,14,Prices,3653,Year-on-year rate of change,4267,Annual,349,Portugal,3327,Percentage,2025-12-31,2025-12-31
