value,2,2_label,18,18_label,19,19_label,28,28_label,29,29_label,40,40_label,63,63_label,70,70_label,reference_date,reference_date_label
16286.765,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1990-12-31,1990-12-31
16991.742,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1991-12-31,1991-12-31
17462.742,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1992-12-31,1992-12-31
17883.835,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1993-12-31,1993-12-31
20426.327,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1994-12-31,1994-12-31
23832.706,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1995-12-31,1995-12-31
25048.899,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1996-12-31,1996-12-31
27787.097,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1997-12-31,1997-12-31
30434.691,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1998-12-31,1998-12-31
31673.317,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1999-12-31,1999-12-31
36218.807,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2000-12-31,2000-12-31
37253.032,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2001-12-31,2001-12-31
38594.232,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2002-12-31,2002-12-31
39974.671,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2003-12-31,2003-12-31
42122.64,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2004-12-31,2004-12-31
42942.68,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2005-12-31,2005-12-31
50472.363,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2006-12-31,2006-12-31
54740.616,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2007-12-31,2007-12-31
55989.462,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2008-12-31,2008-12-31
47877.711,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2009-12-31,2009-12-31
54007.72,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2010-12-31,2010-12-31
60673.692,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2011-12-31,2011-12-31
63578.725,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2012-12-31,2012-12-31
67526.029,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2013-12-31,2013-12-31
69595.217,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2014-12-31,2014-12-31
72990.707,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2015-12-31,2015-12-31
75214.117,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2016-12-31,2016-12-31
83956.86,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2017-12-31,2017-12-31
89538.012,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2018-12-31,2018-12-31
93631.544,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2019-12-31,2019-12-31
74896.775,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2020-12-31,2020-12-31
89949.746,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2021-12-31,2021-12-31
120714.07,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2022-12-31,2022-12-31
127486.065,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2023-12-31,2023-12-31
132778.263,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2024-12-31,2024-12-31
133927.948,4210,Exports of goods and services,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2025-12-31,2025-12-31
