value,2,2_label,18,18_label,19,19_label,29,29_label,40,40_label,63,63_label,70,70_label,reference_date,reference_date_label
1.305,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1966-12-31,1966-12-31
1.391,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1967-12-31,1967-12-31
1.451,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1968-12-31,1968-12-31
1.518,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1969-12-31,1969-12-31
1.601,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1970-12-31,1970-12-31
1.749,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1971-12-31,1971-12-31
1.88,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1972-12-31,1972-12-31
2.103,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1973-12-31,1973-12-31
2.496,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1974-12-31,1974-12-31
2.981,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1975-12-31,1975-12-31
3.519,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1976-12-31,1976-12-31
4.405,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1977-12-31,1977-12-31
5.27,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1978-12-31,1978-12-31
6.356,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1979-12-31,1979-12-31
7.764,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1980-12-31,1980-12-31
9.118,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1981-12-31,1981-12-31
10.873,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1982-12-31,1982-12-31
13.589,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1983-12-31,1983-12-31
16.892,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1984-12-31,1984-12-31
20.519,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1985-12-31,1985-12-31
24.279,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1986-12-31,1986-12-31
26.884,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1987-12-31,1987-12-31
30.201,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1988-12-31,1988-12-31
33.685,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1989-12-31,1989-12-31
38.094,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1990-12-31,1990-12-31
42.446,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1991-12-31,1991-12-31
46.832,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1992-12-31,1992-12-31
49.656,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1993-12-31,1993-12-31
52.888,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1994-12-31,1994-12-31
55.767,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1995-12-31,1995-12-31
57.1,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1996-12-31,1996-12-31
59.319,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1997-12-31,1997-12-31
61.588,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1998-12-31,1998-12-31
63.663,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,1999-12-31,1999-12-31
65.841,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2000-12-31,2000-12-31
68.288,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2001-12-31,2001-12-31
71.149,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2002-12-31,2002-12-31
73.587,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2003-12-31,2003-12-31
75.353,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2004-12-31,2004-12-31
77.864,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2005-12-31,2005-12-31
80.344,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2006-12-31,2006-12-31
82.727,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2007-12-31,2007-12-31
84.165,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2008-12-31,2008-12-31
85.089,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2009-12-31,2009-12-31
85.755,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2010-12-31,2010-12-31
85.531,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2011-12-31,2011-12-31
85.209,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2012-12-31,2012-12-31
87.147,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2013-12-31,2013-12-31
87.779,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2014-12-31,2014-12-31
89.501,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2015-12-31,2015-12-31
91.161,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2016-12-31,2016-12-31
92.557,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2017-12-31,2017-12-31
94.272,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2018-12-31,2018-12-31
96.001,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2019-12-31,2019-12-31
98.02,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2020-12-31,2020-12-31
100.0,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2021-12-31,2021-12-31
105.328,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2022-12-31,2022-12-31
113.214,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2023-12-31,2023-12-31
118.722,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2024-12-31,2024-12-31
123.379,4261,Gross domestic product at market prices,4308,Statistics Portugal,14,Prices,3636,Index,4267,Annual,349,Portugal,3327,Percentage,2025-12-31,2025-12-31
