value,2,2_label,18,18_label,19,19_label,28,28_label,29,29_label,40,40_label,63,63_label,70,70_label,reference_date,reference_date_label
28332.521,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1986-12-31,1986-12-31
33508.41,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1987-12-31,1987-12-31
40045.842,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1988-12-31,1988-12-31
47221.23,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1989-12-31,1989-12-31
56691.911,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1990-12-31,1990-12-31
65005.229,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1991-12-31,1991-12-31
72957.492,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1992-12-31,1992-12-31
76065.072,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1993-12-31,1993-12-31
82468.675,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1994-12-31,1994-12-31
89028.557,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1995-12-31,1995-12-31
94351.591,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1996-12-31,1996-12-31
102330.96,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1997-12-31,1997-12-31
111353.381,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1998-12-31,1998-12-31
119603.305,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,1999-12-31,1999-12-31
128414.445,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2000-12-31,2000-12-31
135775.009,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2001-12-31,2001-12-31
142554.263,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2002-12-31,2002-12-31
146067.858,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2003-12-31,2003-12-31
152248.388,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2004-12-31,2004-12-31
158552.704,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2005-12-31,2005-12-31
166260.469,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2006-12-31,2006-12-31
175483.401,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2007-12-31,2007-12-31
179102.781,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2008-12-31,2008-12-31
175416.437,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2009-12-31,2009-12-31
179860.351,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2010-12-31,2010-12-31
176318.001,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2011-12-31,2011-12-31
168538.75,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2012-12-31,2012-12-31
170675.649,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2013-12-31,2013-12-31
173186.662,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2014-12-31,2014-12-31
179392.709,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2015-12-31,2015-12-31
186380.749,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2016-12-31,2016-12-31
195509.136,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2017-12-31,2017-12-31
204997.646,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2018-12-31,2018-12-31
214489.895,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2019-12-31,2019-12-31
201032.705,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2020-12-31,2020-12-31
216493.745,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2021-12-31,2021-12-31
243957.086,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2022-12-31,2022-12-31
270352.615,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2023-12-31,2023-12-31
289784.317,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2024-12-31,2024-12-31
306765.485,4261,Gross domestic product at market prices,4308,Statistics Portugal,7,Transactions,23,Current prices,3609,Value,4267,Annual,349,Portugal,3331,Millions of euros,2025-12-31,2025-12-31
