source_id,source_pdf_filename,source_pdf_sha256,publication_year,reference_year,table_title,page_number,flow,partner_group_source,series_name_source,value_source,printed_total_value_source,currency_source,unit_source,unit_multiplier,valuation_basis,territorial_definition,cell_status,footnote,transcriber,transcription_date,entry_pass,adjudication_status,target_pass_1_path,target_pass_2_path,required_action,queue_note
ine_external_trade_yearbook,ine_external_trade_1970_volume_i.pdf,465a1d41cc1ebff60c479337d6214100a2c2ebf3b1cad16b3e609408a890d454,1971,1970,Quadro n.o 2 - Comercio especial por paises e territorios estatisticos,25,M,EFTA,imports_from_efta_special_trade_current_escudos,,,PTE,thousand current escudos,1000,special trade; import values to be confirmed from source notes,INE statistical territories as printed in the 1970 volume; verify against page 18,pending_transcription,,,,,not_started,data/manual/transcriptions/pass_1/ine_aggregate_transcription_pass_1.csv,data/manual/transcriptions/pass_2/ine_aggregate_transcription_pass_2.csv,"Enter this row independently in pass_1 and pass_2, including value_source and printed_total_value_source, then run comparison.",CEE/EFTA aggregate rows are visible on page 25 but remain untranscribed.
ine_external_trade_yearbook,ine_external_trade_1970_volume_i.pdf,465a1d41cc1ebff60c479337d6214100a2c2ebf3b1cad16b3e609408a890d454,1971,1970,Quadro n.o 2 - Comercio especial por paises e territorios estatisticos,25,X,EFTA,exports_to_efta_special_trade_current_escudos,,,PTE,thousand current escudos,1000,special trade; export values to be confirmed from source notes,INE statistical territories as printed in the 1970 volume; verify against page 18,pending_transcription,,,,,not_started,data/manual/transcriptions/pass_1/ine_aggregate_transcription_pass_1.csv,data/manual/transcriptions/pass_2/ine_aggregate_transcription_pass_2.csv,"Enter this row independently in pass_1 and pass_2, including value_source and printed_total_value_source, then run comparison.",CEE/EFTA aggregate rows are visible on page 25 but remain untranscribed.
ine_external_trade_yearbook,ine_external_trade_1973_volume_i.pdf,ef13f704b430a739a258e56e080d21d930b074fe49774b6726989329a339225f,1974,1973,Quadro n.o 1 - Movimento comercial por seccoes da CMCE,23,M,World,total_imports_special_trade_current_escudos,,,PTE,thousand current escudos,1000,special trade; import values to be confirmed from source notes,INE statistical territories as printed in the 1973 volume; verify against page 17,pending_transcription,,,,,not_started,data/manual/transcriptions/pass_1/ine_aggregate_transcription_pass_1.csv,data/manual/transcriptions/pass_2/ine_aggregate_transcription_pass_2.csv,"Enter this row independently in pass_1 and pass_2, including value_source and printed_total_value_source, then run comparison.",1973 CEE/EFTA membership reflects the printed INE 1973 country-list structure; values remain untranscribed.
ine_external_trade_yearbook,ine_external_trade_1973_volume_i.pdf,ef13f704b430a739a258e56e080d21d930b074fe49774b6726989329a339225f,1974,1973,Quadro n.o 1 - Movimento comercial por seccoes da CMCE,23,X,World,total_exports_special_trade_current_escudos,,,PTE,thousand current escudos,1000,special trade; export values to be confirmed from source notes,INE statistical territories as printed in the 1973 volume; verify against page 17,pending_transcription,,,,,not_started,data/manual/transcriptions/pass_1/ine_aggregate_transcription_pass_1.csv,data/manual/transcriptions/pass_2/ine_aggregate_transcription_pass_2.csv,"Enter this row independently in pass_1 and pass_2, including value_source and printed_total_value_source, then run comparison.",1973 CEE/EFTA membership reflects the printed INE 1973 country-list structure; values remain untranscribed.
ine_external_trade_yearbook,ine_external_trade_1973_volume_i.pdf,ef13f704b430a739a258e56e080d21d930b074fe49774b6726989329a339225f,1974,1973,Quadro n.o 2 - Comercio especial por paises e territorios estatisticos,24,M,Provincias Ultramarinas,imports_from_overseas_territories_special_trade_current_escudos,,,PTE,thousand current escudos,1000,special trade; import values to be confirmed from source notes,INE statistical territories as printed in the 1973 volume; verify against page 17,pending_transcription,,,,,not_started,data/manual/transcriptions/pass_1/ine_aggregate_transcription_pass_1.csv,data/manual/transcriptions/pass_2/ine_aggregate_transcription_pass_2.csv,"Enter this row independently in pass_1 and pass_2, including value_source and printed_total_value_source, then run comparison.",1973 CEE/EFTA membership reflects the printed INE 1973 country-list structure; values remain untranscribed.
ine_external_trade_yearbook,ine_external_trade_1973_volume_i.pdf,ef13f704b430a739a258e56e080d21d930b074fe49774b6726989329a339225f,1974,1973,Quadro n.o 2 - Comercio especial por paises e territorios estatisticos,24,X,Provincias Ultramarinas,exports_to_overseas_territories_special_trade_current_escudos,,,PTE,thousand current escudos,1000,special trade; export values to be confirmed from source notes,INE statistical territories as printed in the 1973 volume; verify against page 17,pending_transcription,,,,,not_started,data/manual/transcriptions/pass_1/ine_aggregate_transcription_pass_1.csv,data/manual/transcriptions/pass_2/ine_aggregate_transcription_pass_2.csv,"Enter this row independently in pass_1 and pass_2, including value_source and printed_total_value_source, then run comparison.",1973 CEE/EFTA membership reflects the printed INE 1973 country-list structure; values remain untranscribed.
ine_external_trade_yearbook,ine_external_trade_1973_volume_i.pdf,ef13f704b430a739a258e56e080d21d930b074fe49774b6726989329a339225f,1974,1973,Quadro n.o 2 - Comercio especial por paises e territorios estatisticos,24,M,CEE,imports_from_eec_special_trade_current_escudos,,,PTE,thousand current escudos,1000,special trade; import values to be confirmed from source notes,INE statistical territories as printed in the 1973 volume; verify against page 17,pending_transcription,,,,,not_started,data/manual/transcriptions/pass_1/ine_aggregate_transcription_pass_1.csv,data/manual/transcriptions/pass_2/ine_aggregate_transcription_pass_2.csv,"Enter this row independently in pass_1 and pass_2, including value_source and printed_total_value_source, then run comparison.",1973 CEE/EFTA membership reflects the printed INE 1973 country-list structure; values remain untranscribed.
ine_external_trade_yearbook,ine_external_trade_1973_volume_i.pdf,ef13f704b430a739a258e56e080d21d930b074fe49774b6726989329a339225f,1974,1973,Quadro n.o 2 - Comercio especial por paises e territorios estatisticos,24,X,CEE,exports_to_eec_special_trade_current_escudos,,,PTE,thousand current escudos,1000,special trade; export values to be confirmed from source notes,INE statistical territories as printed in the 1973 volume; verify against page 17,pending_transcription,,,,,not_started,data/manual/transcriptions/pass_1/ine_aggregate_transcription_pass_1.csv,data/manual/transcriptions/pass_2/ine_aggregate_transcription_pass_2.csv,"Enter this row independently in pass_1 and pass_2, including value_source and printed_total_value_source, then run comparison.",1973 CEE/EFTA membership reflects the printed INE 1973 country-list structure; values remain untranscribed.
ine_external_trade_yearbook,ine_external_trade_1973_volume_i.pdf,ef13f704b430a739a258e56e080d21d930b074fe49774b6726989329a339225f,1974,1973,Quadro n.o 2 - Comercio especial por paises e territorios estatisticos,24,M,EFTA,imports_from_efta_special_trade_current_escudos,,,PTE,thousand current escudos,1000,special trade; import values to be confirmed from source notes,INE statistical territories as printed in the 1973 volume; verify against page 17,pending_transcription,,,,,not_started,data/manual/transcriptions/pass_1/ine_aggregate_transcription_pass_1.csv,data/manual/transcriptions/pass_2/ine_aggregate_transcription_pass_2.csv,"Enter this row independently in pass_1 and pass_2, including value_source and printed_total_value_source, then run comparison.",1973 CEE/EFTA membership reflects the printed INE 1973 country-list structure; values remain untranscribed.
ine_external_trade_yearbook,ine_external_trade_1973_volume_i.pdf,ef13f704b430a739a258e56e080d21d930b074fe49774b6726989329a339225f,1974,1973,Quadro n.o 2 - Comercio especial por paises e territorios estatisticos,24,X,EFTA,exports_to_efta_special_trade_current_escudos,,,PTE,thousand current escudos,1000,special trade; export values to be confirmed from source notes,INE statistical territories as printed in the 1973 volume; verify against page 17,pending_transcription,,,,,not_started,data/manual/transcriptions/pass_1/ine_aggregate_transcription_pass_1.csv,data/manual/transcriptions/pass_2/ine_aggregate_transcription_pass_2.csv,"Enter this row independently in pass_1 and pass_2, including value_source and printed_total_value_source, then run comparison.",1973 CEE/EFTA membership reflects the printed INE 1973 country-list structure; values remain untranscribed.
